Id,Predicted
5895,0.006666666666666667
7122,0.6266666666666667
6173,0.05333333333333334
6142,0.04
5358,0.02
6095,0.0
6878,0.17333333333333334
6554,0.07333333333333333
6793,0.05333333333333334
7286,0.013333333333333334
6076,0.0
5134,0.006666666666666667
5419,0.36
6255,0.5733333333333334
5656,0.02666666666666667
6934,0.006666666666666667
6028,0.0
6490,0.05333333333333334
6415,0.06
7087,0.0
5420,0.06
5977,0.5466666666666666
6824,0.7066666666666667
5207,0.02666666666666667
7115,0.06666666666666667
7250,0.12666666666666668
6010,0.02
6088,0.42
5682,0.006666666666666667
7201,0.006666666666666667
6938,0.013333333333333334
6875,0.14
5953,0.14
5942,0.0
5382,0.006666666666666667
6377,0.02
5931,0.56
5992,0.0
5790,0.19333333333333333
6753,0.10666666666666667
6562,0.06
7046,0.13333333333333333
5868,0.0
5784,0.4266666666666667
5878,0.03333333333333333
5110,0.006666666666666667
5210,0.02666666666666667
7230,0.07333333333333333
5005,0.07333333333333333
6871,0.2
5363,0.62
7253,0.02666666666666667
6055,0.23333333333333334
5072,0.17333333333333334
6913,0.06
6386,0.06666666666666667
5634,0.08
5758,0.38666666666666666
6819,0.29333333333333333
7088,0.006666666666666667
5039,0.03333333333333333
5532,0.0
6037,0.006666666666666667
6322,0.11333333333333333
6887,0.013333333333333334
6660,0.03333333333333333
5451,0.02666666666666667
6014,0.0
5556,0.03333333333333333
6346,0.35333333333333333
5850,0.08
5940,0.02666666666666667
7119,0.02
5253,0.6733333333333333
6851,0.62
6695,0.10666666666666667
6908,0.08
7255,0.0
5674,0.04666666666666667
6278,0.10666666666666667
5486,0.08666666666666667
5174,0.013333333333333334
6621,0.13333333333333333
6313,0.18666666666666668
6435,0.1
6970,0.006666666666666667
6310,0.22666666666666666
5932,0.36
6877,0.02
6763,0.08666666666666667
7085,0.18
7049,0.006666666666666667
6959,0.7666666666666667
5214,0.02666666666666667
6350,0.02
5063,0.8533333333333334
5041,0.03333333333333333
5086,0.02
6942,0.02
5270,0.08
6705,0.02
7051,0.11333333333333333
6758,0.04666666666666667
6249,0.02
5808,0.013333333333333334
5377,0.04
5446,0.0
5856,0.6533333333333333
4986,0.05333333333333334
7001,0.006666666666666667
6677,0.07333333333333333
6665,0.0
5817,0.6666666666666666
6984,0.006666666666666667
6541,0.0
5117,0.02
6097,0.0
5389,0.16666666666666666
7219,0.006666666666666667
6338,0.02
6922,0.30666666666666664
5367,0.31333333333333335
5638,0.02
5830,0.02
5338,0.5133333333333333
6007,0.02666666666666667
6612,0.08666666666666667
5718,0.0
6104,0.19333333333333333
5229,0.013333333333333334
6625,0.18666666666666668
5206,0.02666666666666667
5963,0.2733333333333333
4990,0.006666666666666667
6641,0.06
5369,0.12666666666666668
6196,0.20666666666666667
5236,0.0
5719,0.09333333333333334
5643,0.2
7050,0.13333333333333333
6355,0.02
6688,0.0
6239,0.29333333333333333
5531,0.0
6113,0.006666666666666667
7181,0.2
6118,0.0
7264,0.15333333333333332
5343,0.04
5051,0.11333333333333333
5779,0.04666666666666667
6605,0.013333333333333334
6655,0.03333333333333333
6534,0.006666666666666667
5681,0.30666666666666664
6607,0.06
6242,0.2
7242,0.0
7277,0.02
6675,0.0
5398,0.04666666666666667
5956,0.0
5731,0.29333333333333333
6956,0.44666666666666666
6437,0.44666666666666666
5447,0.5933333333333334
5973,0.12666666666666668
6075,0.49333333333333335
5281,0.05333333333333334
5103,0.006666666666666667
6468,0.006666666666666667
7209,0.5066666666666667
5584,0.0
4988,0.56
6502,0.02666666666666667
5651,0.0
4962,0.02666666666666667
5862,0.006666666666666667
7199,0.05333333333333334
6727,0.14666666666666667
7279,0.05333333333333334
6544,0.03333333333333333
5933,0.03333333333333333
6574,0.02
6399,0.0
7187,0.03333333333333333
6353,0.02
5043,0.0
5469,0.4
5976,0.006666666666666667
6059,0.02666666666666667
5799,0.08666666666666667
6147,0.30666666666666664
6254,0.013333333333333334
7100,0.0
7147,0.25333333333333335
5909,0.02666666666666667
7037,0.0
5782,0.22666666666666666
6237,0.7866666666666666
6552,0.0
7067,0.08
5320,0.04
5930,0.013333333333333334
6486,0.0
5245,0.10666666666666667
6643,0.0
5260,0.22
5569,0.02666666666666667
7110,0.02
7139,0.0
6791,0.0
5360,0.02666666666666667
5287,0.02
6553,0.04666666666666667
7072,0.0
6044,0.02666666666666667
5332,0.02666666666666667
6866,0.006666666666666667
6633,0.05333333333333334
6926,0.0
6442,0.006666666666666667
5889,0.02
5765,0.12
5124,0.0
5491,0.07333333333333333
6730,0.21333333333333335
7151,0.006666666666666667
5140,0.02666666666666667
7171,0.06666666666666667
6568,0.013333333333333334
6861,0.23333333333333334
6855,0.0
7129,0.02
5384,0.0
6859,0.08666666666666667
5772,0.19333333333333333
5665,0.006666666666666667
6495,0.02
5061,0.02666666666666667
6948,0.41333333333333333
5773,0.2866666666666667
6052,0.04
6682,0.48
6083,0.10666666666666667
6962,0.37333333333333335
5158,0.08666666666666667
6464,0.16
5172,0.006666666666666667
5582,0.09333333333333334
6136,0.09333333333333334
6235,0.0
6508,0.013333333333333334
4968,0.02
6632,0.02666666666666667
7195,0.02666666666666667
5525,0.2733333333333333
6320,0.0
6766,0.0
6872,0.11333333333333333
5906,0.08
7172,0.0
6571,0.0
5616,0.0
6312,0.02
6470,0.08
5147,0.4
5501,0.006666666666666667
